"IATACode","country","fullName","latitude","longitude","airportName","units","source"
"BDQ","India","Vadodara","22.34","73.23","Baroda [BDQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BDR","United States","Igor I Sikorsky Memorial","41.16","-73.13","Stratford [BDR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BDS","Italy","Casale","40.66","17.95","Brindisi [BDS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BDT","Zaire","Gbadolite","4.25","20.98","Gbadolite [BDT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BDU","Norway","Bardufoss","69.06","18.54","Bardufoss [BDU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BEB","United Kingdom","Benbecula","57.48","-7.36","Benbecula [BEB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BED","United States","Laurence G Hanscom Field","42.47","-71.29","Bedford [BED]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BEF","Nicaragua","Bluefields","11.99","-83.77","Bluefields [BEF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BEG","Serbia","Belgrade","44.82","20.31","Belgrade [BEG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BEL","Brazil","Val De Caes","-1.38","-48.48","Belem [BEL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BEN","Libya","Benina","32.1","20.27","Benghazi [BEN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BEQ","United Kingdom","Honington","52.34","0.77","Honington [BEQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BES","France","Guipavas","48.45","-4.42","Brest [BES]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BET","United States","Bethel","60.78","-161.84","Bethel [BET]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BEV","Israel","Teyman","31.29","34.72","Beer-Sheba [BEV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BEW","Mozambique","Beira","-19.8","34.91","Beira [BEW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BEY","Lebanon","Beirut International","33.81","35.49","Beirut [BEY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BFH","Brazil","Bacacheri","-25.41","-49.23","Curitiba [BFH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BFI","United States","Boeing Field King County International","47.53","-122.3","Seattle [BFI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BFL","United States","Meadows Field","35.43","-119.06","Bakersfield [BFL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BFM","United States","Mobile Downtown","30.63","-88.07","Mobile [BFM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BFN","South Africa","Bloemfontein","-29.09","26.3","Bloemfontein [BFN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BFO","Zimbabwe","Chiredzi Buffalo Range","-21.01","31.58","Chiredzi [BFO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BFS","United Kingdom","Aldergrove","54.66","-6.22","Belfast [BFS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BFX","Cameroon","Bafoussam","5.54","10.35","Bafoussam [BFX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGA","Colombia","Palonegro","7.13","-73.18","Bucaramanga [BGA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGC","Portugal","Braganca","41.87","-6.71","Braganca [BGC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGF","Central African Republic","Bangui M Poko","4.4","18.52","Bangui [BGF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGI","Barbados","Grantley Adams International","13.07","-59.49","Bridgetown [BGI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGN","Germany","Bruggen","51.2","6.13","Brueggen [BGN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGO","Norway","Bergen Flesland","60.29","5.22","Bergen [BGO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGR","United States","Bangor International","44.81","-68.83","Bangor [BGR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGU","Central African Republic","Bangassou","4.78","22.78","Bangassou [BGU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGX","Brazil","Comandante Gustavo Kraemer","-31.39","-54.11","Bage [BGX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BGY","Italy","Bergamo Orio Al Serio","45.67","9.7","Bergamo [BGY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHD","United Kingdom","City","54.62","-5.87","Belfast [BHD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHE","New Zealand","Woodbourne","-41.52","173.87","Woodbourne [BHE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHH","Saudi Arabia","Bisha","19.98","42.62","Bisha [BHH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHI","Argentina","Comandante Espora","-38.72","-62.17","Bahia Blanca [BHI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHJ","India","Bhuj","23.29","69.67","Bhuj [BHJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHK","Uzbekistan","Bukhara","39.78","64.48","Bukhara [BHK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHM","United States","Birmingham International","33.56","-86.75","Birmingham [BHM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHO","India","Bhopal","23.29","77.34","Bhopal [BHO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHU","India","Bhavnagar","21.75","72.19","Bhaunagar [BHU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BHX","United Kingdom","Birmingham","52.45","-1.75","Birmingham [BHX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIA","Corsica","Poretta","42.55","9.48","Bastia [BIA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIF","United States","Biggs Army Air Field","31.85","-106.38","El Paso [BIF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIG","United States","Allen Army Air Field","63.99","-145.72","Delta Junction [BIG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIK","Indonesia","Frans Kaisiepo","-1.19","136.11","Biak [BIK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIM","Bahamas","South Bimini","25.7","-79.26","Alice Town [BIM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIO","Spain","Bilbao","43.3","-2.91","Bilbao [BIO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIQ","France","Anglet","43.47","-1.52","Biarritz-Bayonne [BIQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIR","Nepal","Biratnagar","26.48","87.26","Biratnagar [BIR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIS","United States","Bismarck Municipal Airport","46.77","-100.75","Bismarck [BIS]","degrees N and E","amee/defra 2008"
"BIV","Central African Republic","Bria","6.53","21.99","Bria [BIV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BIX","United States","Keesler Air Force Base","30.41","-88.92","Biloxi [BIX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BJA","Algeria","Soummam","36.71","5.07","Bejaja [BJA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BJF","Norway","Batsfjord","70.6","29.69","Batsfjord [BJF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BJL","Gambia","Banjul International","13.34","-16.65","Banjul [BJL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BJM","Burundi","Bujumbura International","-3.32","29.32","Bujumbura [BJM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BJO","Bolivia","Bermejo","-22.77","-64.32","Bermejo [BJO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BJR","Ethiopia","Bahir Dar","11.61","37.32","Bahar Dar [BJR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BJX","Mexico","De Guanajuato International","20.99","-101.48","Del Bajio [BJX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BJZ","Spain","Talavera La Real","38.89","-6.82","Badajoz [BJZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BKF","United States","Air Force Base","39.7","-104.75","Buckley [BKF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BKH","United States","Barking Sands Pmrf","22.02","-159.79","Barking Sands [BKH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BKI","Malaysia","Kota Kinabalu International","5.94","116.05","Kota Kinabalu [BKI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BKK","Thailand","Bangkok International","13.91","100.61","Bangkok [BKK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BKO","Mali","Bamako Senou","12.53","-7.95","Bamako [BKO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BKS","Indonesia","Padang Kemiling","-3.86","102.34","Bengkulu [BKS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BKY","Zaire","Bukavu Kavumu","-2.31","28.81","Bukavu/Kavumu [BKY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BLA","Venezuela","General Jose Antonio Anzoategui International","10.11","-64.69","Barcelona [BLA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BLE","Sweden","Borlange","60.42","15.52","Borlange [BLE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BLI","United States","Bellingham International","48.79","-122.54","Bellingham [BLI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BLK","United Kingdom","Blackpool","53.77","-3.03","Blackpool [BLK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BLL","Denmark","Billund","55.74","9.15","Billund [BLL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BLQ","Italy","Bologna","44.53","11.29","Bologna [BLQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BLR","India","Bangalore","12.95","77.67","Bangalore [BLR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BLV","United States","Scott Air Force Base","38.55","-89.84","Belleville [BLV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BLZ","Malawi","Chileka International","-15.68","34.97","Blantyre [BLZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BMA","Sweden","Bromma","59.35","17.94","Stockholm [BMA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BMK","Germany","Borkum","53.6","6.71","Borkum [BMK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BMM","Gabon","Bitam","2.08","11.49","Bitam [BMM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BMU","Indonesia","Muhammad Salahuddin","-8.54","118.69","Bima [BMU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BNA","United States","Nashville International","36.12","-86.68","Nashville [BNA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BND","Iran","Bandar Abbass International","27.22","56.38","Bandar Abbas [BND]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BNE","Australia","Brisbane International","-27.38","153.12","Brisbane [BNE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BNI","Nigeria","Benin","6.32","5.6","Benin [BNI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BNN","Norway","Bronnoy","65.46","12.21","Bronnoysund [BNN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BNS","Venezuela","Barinas","8.62","-70.22","Barinas [BNS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOB","French Polynesia","Bora Bora","-16.44","-151.75","Bora Bora [BOB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOC","Panama","Bocas Del Toro","9.34","-82.25","Bocas Del Toro [BOC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOD","France","Merignac","44.83","-0.72","Bordeaux [BOD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOG","Colombia","Eldorado International","4.7","-74.15","Bogota [BOG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOH","United Kingdom","Bournemouth","50.78","-1.84","Bournemouth [BOH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOI","United States","Boise Air Terminal","43.56","-116.22","Boise [BOI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOJ","Bulgaria","Burgas","42.57","27.51","Bourgas [BOJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOM","India","Chhatrapati Shivaji International","19.09","72.87","Bombay [BOM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BON","Antilles","Flamingo","12.13","-68.27","Kralendijk [BON]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOO","Norway","Bodo","67.27","14.36","Bodoe [BOO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOP","Central African Republic","Bouar","5.96","15.64","Bouar [BOP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOS","United States","General Edward Lawrence Logan International","42.36","-71.01","Boston [BOS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOU","France","Bourges","47.06","2.37","Bourges [BOU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BOY","Burkina Faso","Bobo Dioulasso","11.16","-4.33","Bobo-Dioulasso [BOY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BPC","Cameroon","Bamenda","6.04","10.12","Bamenda [BPC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BPG","Brazil","Barra Do Garcas","0","0","Barra Do Garcas [BPG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BPN","Indonesia","Sepinggan","-1.27","116.89","Balikpapan [BPN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BPT","United States","Southeast Texas Regional","29.95","-94.02","Beaumont [BPT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BPY","Madagascar","Besalampy","-16.74","44.48","Besalampy [BPY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BQH","United Kingdom","Biggin Hill","51.33","0.03","Biggin Hill [BQH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BQN","Puerto Rico","Rafael Hernandez","18.49","-67.13","Aguadilla [BQN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BQS","Russia","Ignatyevo","50.42","127.41","Blagoveschensk [BQS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BRC","Argentina","San Carlos De Bariloche","-41.15","-71.16","San Carlos De Bariloch [BRC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BRE","Germany","Bremen","53.05","8.79","Bremen [BRE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BRI","Italy","Palese Macchie","41.14","16.76","Bari [BRI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BRM","Venezuela","Barquisimeto International","10.04","-69.36","Barquisimeto [BRM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BRN","Switzerland","Bern Belp","46.91","7.5","Bern [BRN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"BRO","United States","Brownsville South Padre Island International","25.91","-97.43","Brownsville [BRO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
