manufacturer,model,description,transmission,engineCapacity,fuelType,kgCO2PerKm,source,algorithm
AUDI,A3 Sportback (from NOV 06 Wk 45 >),1.8 TFSI 160ps S-Tronic Standard,D6,1781,Petrol,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),1.8 TFSI 160ps S-Tronic Sport,D6,1781,Petrol,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),1.8 TFSI 160ps S-Tronic S-line,D6,1781,Petrol,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 FSI 150ps SE,M6,1984,Petrol,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 FSI 150ps Sport,M6,1984,Petrol,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 FSI 150ps S-line,M6,1984,Petrol,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 FSI 150ps Tiptronic SE,A6,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 FSI 150ps Tiptronic Sport,A6,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 FSI 150ps Tiptronic S-line,A6,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps SE,M6,1984,Petrol,0.189,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps Sport,M6,1984,Petrol,0.189,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps S-line,M6,1984,Petrol,0.189,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps S-Tronic SE,D6,1984,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps S-Tronic Sport,D6,1984,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps S-Tronic S-line,D6,1984,Petrol,0.184,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro Sport,QM6,1984,Petrol,0.212,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro S-line,QM6,1984,Petrol,0.212,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),3.2 V6 250ps quattro Sport,QM6,3189,Petrol,0.250,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),3.2 V6 250ps quattro S-line,QM6,3189,Petrol,0.250,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),3.2 V6 250ps quattro S-Tronic Sport,QD6,3189,Petrol,0.228,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A3 Sportback (from NOV 06 Wk 45 >),3.2 V6 250ps quattro S-Tronic S-line,QD6,3189,Petrol,0.228,http://www.vcacarfueldata.org.uk/downloads/latest.asp 29 January 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.9 TDI 115ps Standard,M5,1896,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.9 TDI 115ps SE,M5,1896,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.9 TDI 115ps S-line,M5,1896,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 140ps Standard ,M6,1968,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 140ps SE,M6,1968,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 140ps S-line,M6,1968,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 140ps Multitronic Standard,AV,1968,Diesel,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 140ps Multitronic S-line,AV,1968,Diesel,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 140ps Multitronic SE,AV,1968,Diesel,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps Standard with DPF,M6,1984,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps SE with DPF,M6,1984,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro Special Edition,QM6,1984,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps S-line with DPF,M6,1984,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro Standard,QM6,1984,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro SE,QM6,1984,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro S-line,QM6,1984,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TDI 170ps Special Edition with DPF,M6,1984,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Standard with DPF,M6,2698,Diesel,0.182,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps SE with DPF,M6,2698,Diesel,0.182,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps S-line with DPF,M6,2698,Diesel,0.182,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Multitronic Standard with DPF,AV,2698,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Multitronic SE with DPF,AV,2698,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Multitronic S-line with DPF,AV,2698,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro Standard,QM6,2967,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro SE,QM6,2967,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro S-line,QM6,2967,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro Tiptronic Standard,QA6,2967,Diesel,0.222,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro Tiptronic SE,QA6,2967,Diesel,0.222,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro Tiptronic S-line,QA6,2967,Diesel,0.222,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps Standard ,M5,1781,Petrol,0.199,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps SE,M5,1781,Petrol,0.199,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps S-line,M5,1781,Petrol,0.199,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps Multitronic Standard,AV,1781,Petrol,0.202,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps Multitronic SE,AV,1781,Petrol,0.202,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps Multitronic S-line,AV,1781,Petrol,0.202,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps quattro Standard,QM6,1781,Petrol,0.221,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps quattro SE,QM6,1781,Petrol,0.221,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),1.8 T 163ps quattro S-line,QM6,1781,Petrol,0.221,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 130ps Standard,M5,1984,Petrol,0.193,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 130ps SE,M5,1984,Petrol,0.193,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 130ps S-line,M5,1984,Petrol,0.193,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 130ps Multitronic Standard,AV,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 130ps Multitronic SE,AV,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 130ps Multitronic S-line,AV,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps Standard,M6,1984,Petrol,0.186,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps SE,M6,1984,Petrol,0.186,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps S-line,M6,1984,Petrol,0.186,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps Multitronic Standard,AV,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps Multitronic SE,AV,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps Multitronic S-line,AV,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro Standard,QM6,1984,Petrol,0.209,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro SE,QM6,1984,Petrol,0.209,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro S-line,QM6,1984,Petrol,0.209,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro Tiptronic Standard,QA6,1984,Petrol,0.226,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro Tiptronic SE,QA6,1984,Petrol,0.226,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 200ps quattro Tiptronic S-line,QA6,1984,Petrol,0.226,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 220ps Special Edition,M6,1984,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),2.0 TFSI 220ps quattro Special Edition,QM6,1984,Petrol,0.214,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps Multitronic Standard,AV,3123,Petrol,0.229,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps Multitronic SE,AV,3123,Petrol,0.229,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps Multitronic S-line,AV,3123,Petrol,0.229,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps quattro Standard,QM6,3123,Petrol,0.252,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps quattro SE,QM6,3123,Petrol,0.252,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps quattro S-line,QM6,3123,Petrol,0.252,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps quattro Tiptronic Standard,QA6,3123,Petrol,0.257,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps quattro Tiptronic SE,QA6,3123,Petrol,0.257,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Avant (from NOV 06 Wk 45 >),3.2 V6 256ps quattro Tiptronic S-line,QA6,3123,Petrol,0.257,http://www.vcacarfueldata.org.uk/downloads/latest.asp 02 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),1.9 TDI 115ps Standard,M5,1896,Diesel,0.152,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),1.9 TDI 115ps SE,M5,1896,Diesel,0.152,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),1.9 TDI 115ps S-line,M5,1896,Diesel,0.152,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 140ps Standard ,M6,1968,Diesel,0.151,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 140ps SE,M6,1968,Diesel,0.151,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 140ps S-line,M6,1968,Diesel,0.151,http://www.vcacarfueldata.org.uk/downloads/latest.asp 08 March 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 140ps Multitronic Standard,AV,1968,Diesel,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 140ps Multitronic SE,AV,1968,Diesel,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 140ps Multitronic S-line,AV,1968,Diesel,0.164,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps Standard with DPF,M6,1984,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps SE with DPF,M6,1984,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps S-line with DPF,M6,1984,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps Special Edition with DPF,M6,1984,Diesel,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro Standard with DPF,QM6,1984,Diesel,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro SE with DPF,QM6,1984,Diesel,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro S-line with DPF,QM6,1984,Diesel,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.0 TDI 170ps quattro Special Edition with DPF,QM6,1984,Diesel,0.177,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Standard with DPF,M6,2698,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps SE with DPF,M6,2698,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps S-line with DPF,M6,2698,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Multitronic Standard with DPF,AV,2698,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Multitronic SE with DPF,AV,2698,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),2.7 V6 TDI 180ps Multitronic S-line with DPF,AV,2698,Diesel,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro Standard,QM6,2967,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro SE,QM6,2967,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
AUDI,A4 Saloon (from NOV 06 Wk 45 >),3.0 V6 TDI 233ps quattro S-line,QM6,2967,Diesel,0.198,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 February 2007,1.15*value*user_distance_km
