"manufacturer","line","engineSize","transmission","sizeClass","cylinders","driveSystem","indexNumber","mpgCity","mpgHighway","mpgCombined","unrndCityEPA","unrndHwyEPA","unrndCompEPA","fuelType","releaseDate","units","source","algorithm"
"GMC","ACADIA AWD",3.6,"Auto(L6)","S.U.V. - 4WD",6,4,2,16,22,18,19.3,31,23.249,"regular gas","03/30/07",,"http://www.fueleconomy.gov",
"GMC","ACADIA FWD",3.6,"Auto(L6)","S.U.V. - 2WD",6,"F",1,16,24,19,20.1,33.5,24.512,"regular gas","03/30/07",,"http://www.fueleconomy.gov",
"PONTIAC","G6",3.6,"Auto(S6)","COMPACT CARS",6,"F",51,17,26,20,21.4,35.6,26.082,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"PONTIAC","TORRENT AWD",3.6,"Auto(S6)","S.U.V. - 4WD",6,4,22,16,24,19,20.1,33.5,24.512,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"PONTIAC","TORRENT FWD",3.6,"Auto(S6)","S.U.V. - 2WD",6,"F",114,16,24,19,20.1,33.5,24.512,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"PORSCHE","911 GT3",3.6,"Manual(M6)","TWO SEATERS",6,"R",670,15,22,18,18.876,31.171,22.949,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","911 GT3 RS",3.6,"Manual(M6)","TWO SEATERS",6,"R",670,15,22,18,18.876,31.171,22.949,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","911 TURBO",3.6,"Auto(L5)","MINICOMPACT CARS",6,4,900,15,23,18,18.815,31.564,22.994,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","911 TURBO",3.6,"Manual(M6)","MINICOMPACT CARS",6,4,900,16,23,18,19.7,32.4,23.919,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","911 TURBO CABRIOLET",3.6,"Auto(L5)","MINICOMPACT CARS",6,4,900,15,23,18,18.815,31.564,22.994,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","911 TURBO CABRIOLET",3.6,"Manual(M6)","MINICOMPACT CARS",6,4,900,15,24,18,19.2,32.8,23.604,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 2 CABRIOLET",3.6,"Auto(L5)","MINICOMPACT CARS",6,"R",300,18,24,20,21.986,33.782,26.085,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 2 CABRIOLET",3.6,"Manual(M6)","MINICOMPACT CARS",6,"R",300,18,26,21,22.115,35.658,26.674,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 2 COUPE",3.6,"Auto(L5)","MINICOMPACT CARS",6,"R",300,18,24,20,21.986,33.782,26.085,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 2 COUPE",3.6,"Manual(M6)","MINICOMPACT CARS",6,"R",300,18,26,21,22.115,35.658,26.674,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 CABRIOLET",3.6,"Auto(L5)","MINICOMPACT CARS",6,4,300,17,24,19,21,32.8,25.056,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 CABRIOLET",3.6,"Manual(M6)","MINICOMPACT CARS",6,4,300,17,25,20,21.237,34.274,25.623,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 COUPE",3.6,"Auto(L5)","MINICOMPACT CARS",6,4,300,17,24,19,21,33.2,25.161,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 COUPE",3.6,"Manual(M6)","MINICOMPACT CARS",6,4,300,17,25,20,21.237,34.274,25.623,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 TARGA",3.6,"Auto(L5)","MINICOMPACT CARS",6,4,300,17,24,19,21,32.8,25.056,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 TARGA",3.6,"Manual(M6)","MINICOMPACT CARS",6,4,300,17,25,20,21.237,34.274,25.623,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CAYENNE",3.6,"Auto(L6)","S.U.V. - 4WD",6,4,500,14,20,16,17.9,27.6,21.263,"premium gas","02/01/07",,"http://www.fueleconomy.gov",
"PORSCHE","CAYENNE",3.6,"Manual(M6)","S.U.V. - 4WD",6,4,500,14,20,16,17,28.1,20.675,"premium gas","02/01/07",,"http://www.fueleconomy.gov",
"SATURN","AURA",3.6,"Auto(S6)","MIDSIZE CARS",6,"F",51,17,26,20,21.4,35.6,26.082,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"SATURN","OUTLOOK AWD",3.6,"Auto(L6)","S.U.V. - 4WD",6,4,2,16,22,18,19.3,31,23.249,"regular gas","03/30/07",,"http://www.fueleconomy.gov",
"SATURN","OUTLOOK FWD",3.6,"Auto(L6)","S.U.V. - 2WD",6,"F",1,16,24,19,20.1,33.5,24.512,"regular gas","03/30/07",,"http://www.fueleconomy.gov",
"SATURN","VUE AWD",3.6,"Auto(L6)","S.U.V. - 4WD",6,4,12,16,22,18,19.8,31,23.644,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"SATURN","VUE AWD",3.6,"Auto(S6)","S.U.V. - 4WD",6,4,13,16,22,18,19.9,31.3,23.801,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"SATURN","VUE FWD",3.6,"Auto(L6)","S.U.V. - 2WD",6,"F",11,16,23,19,20.5,32.3,24.533,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"SATURN","VUE FWD",3.6,"Auto(S6)","S.U.V. - 2WD",6,"F",114,16,24,19,20.1,33.5,24.512,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"SUBARU","TRIBECA AWD",3.6,"Auto(S5)","S.U.V. - 4WD",6,4,40,16,21,18,19.8,29.4,23.211,"regular gas","04/05/07",,"http://www.fueleconomy.gov",
"SUZUKI","XL7 AWD",3.6,"Auto(S5)","S.U.V. - 4WD",6,4,52,15,22,18,19.1,29.9,22.807,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"SUZUKI","XL7 FWD",3.6,"Auto(S5)","S.U.V. - 2WD",6,"F",32,16,22,18,20.2,30.6,23.847,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","PASSAT",3.6,"Auto(S6)","MIDSIZE CARS",6,"F",16,17,26,20,21.2,36,26.012,"premium gas","07/25/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","PASSAT 4MOTION",3.6,"Auto(S6)","MIDSIZE CARS",6,4,16,16,24,19,20.4,33.5,24.756,"premium gas","07/25/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","PASSAT WAGON 4MOTION",3.6,"Auto(S6)","MIDSIZE STATION WAGONS",6,4,16,16,24,19,20.4,33.5,24.756,"premium gas","07/25/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","TOUAREG",3.6,"Auto(S6)","S.U.V. - 4WD",6,4,3,14,20,16,17.551,27.014,20.835,"premium gas","08/21/07",,"http://www.fueleconomy.gov",
"ACURA","MDX 4WD",3.7,"Auto(S5)","S.U.V. - 4WD",6,4,24,15,20,17,18.9,27.7,22.053,"premium gas","08/22/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO 2WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",5,"R",807,16,22,18,19.61,30.48,23.359,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO 4WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 4WD",5,4,806,15,21,17,18.2,28.8,21.813,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO CAB CHASSIS INC 2WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",5,"R",807,14,18,15,16.7,24.2,19.407,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO CAB CHASSIS INC 4WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 4WD",5,4,806,15,20,17,18.1,28.2,21.578,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO CREW CAB 2WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",5,"R",807,16,22,18,19.6,30.5,23.356,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COLORADO CREW CAB 4WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 4WD",5,4,806,15,20,17,18.1,28.2,21.578,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"DODGE","DAKOTA PICKUP 2WD",3.7,"Auto(L4)","STANDARD PICKUP TRUCKS 2WD",6,"R",560,15,20,17,18.1,28.1,21.551,"regular gas","07/02/07",,"http://www.fueleconomy.gov",
"DODGE","DAKOTA PICKUP 2WD",3.7,"Manual(M6)","STANDARD PICKUP TRUCKS 2WD",6,"R",730,16,20,18,19.5,28.3,22.673,"regular gas","07/03/07",,"http://www.fueleconomy.gov",
"DODGE","DAKOTA PICKUP 4WD",3.7,"Auto(L4)","STANDARD PICKUP TRUCKS 4WD",6,4,560,14,18,15,16.8,24.4,19.539,"regular gas","07/02/07",,"http://www.fueleconomy.gov",
"DODGE","DAKOTA PICKUP 4WD",3.7,"Manual(M6)","STANDARD PICKUP TRUCKS 4WD",6,4,720,15,19,16,18,26.1,20.922,"regular gas","07/09/07",,"http://www.fueleconomy.gov",
"DODGE","DURANGO 2WD",3.7,"Auto(L4)","S.U.V. - 2WD",6,"R",560,14,19,16,17.7,26.9,20.92,"regular gas","07/02/07",,"http://www.fueleconomy.gov",
"DODGE","NITRO 2WD",3.7,"Auto(L4)","S.U.V. - 2WD",6,"R",452,16,22,18,19.8,30.5,23.512,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"DODGE","NITRO 2WD",3.7,"Manual(M6)","S.U.V. - 2WD",6,"R",455,16,22,19,20.4,31.1,24.137,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"DODGE","NITRO 4WD",3.7,"Auto(L4)","S.U.V. - 4WD",6,4,453,15,21,17,18.7,28.5,22.123,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"DODGE","NITRO 4WD",3.7,"Manual(M6)","S.U.V. - 4WD",6,4,454,16,22,18,19.5,30.1,23.172,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"DODGE","RAM 1500 PICKUP 2WD",3.7,"Auto(L4)","STANDARD PICKUP TRUCKS 2WD",6,"R",560,14,19,16,17.7,26.9,20.92,"regular gas","07/02/07",,"http://www.fueleconomy.gov",
"DODGE","RAM 1500 PICKUP 2WD",3.7,"Manual(M6)","STANDARD PICKUP TRUCKS 2WD",6,"R",730,16,19,17,19.4,26.8,22.153,"regular gas","07/03/07",,"http://www.fueleconomy.gov",
"GMC","CANYON 2WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",5,"R",807,16,22,18,19.614,30.472,23.36,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON 4WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 4WD",5,4,806,15,21,17,18.2,28.8,21.813,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON CAB CHASSIS INC 2WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",5,"R",807,14,18,15,16.7,24.2,19.407,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON CAB CHASSIS INC 4WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 4WD",5,4,806,15,20,17,18.1,28.2,21.578,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON CREW CAB 2WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",5,"R",807,16,22,18,19.6,30.5,23.356,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"GMC","CANYON CREW CAB 4WD",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 4WD",5,4,806,15,20,17,18.1,28.2,21.578,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"HUMMER","H3 4WD",3.7,"Auto(L4)","S.U.V. - 4WD",5,4,804,14,18,15,16.7,24.2,19.407,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"HUMMER","H3 4WD",3.7,"Manual(M5)","S.U.V. - 4WD",5,4,805,13,18,15,16.3,24.3,19.135,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"INFINITI","G37 COUPE",3.7,"Manual(M6)","SUBCOMPACT CARS",6,"R",51,17,26,20,21.7,35.7,26.35,"premium gas","08/24/07",,"http://www.fueleconomy.gov",
"INFINITI","G37 COUPE",3.7,"Auto(S5)","SUBCOMPACT CARS",6,"R",51,18,24,20,22.077,34.126,26.247,"premium gas","08/24/07",,"http://www.fueleconomy.gov",
"ISUZU","I-370 2WD CREW CAB",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",5,"R",807,16,22,18,19.6,30.5,23.356,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"ISUZU","I-370 2WD EXT CAB",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 2WD",5,"R",807,16,22,18,19.6,30.5,23.356,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"ISUZU","I-370 4WD CREW CAB",3.7,"Auto(L4)","SMALL PICKUP TRUCKS 4WD",5,4,806,15,20,17,18.1,28.2,21.578,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"JEEP","COMMANDER 2WD",3.7,"Auto(L5)","S.U.V. - 2WD",6,"R",451,14,19,16,17.4,26.1,20.471,"regular gas","07/30/07",,"http://www.fueleconomy.gov",
"JEEP","COMMANDER 4WD",3.7,"Auto(L5)","S.U.V. - 4WD",6,4,451,14,19,16,17.4,26.1,20.471,"regular gas","07/30/07",,"http://www.fueleconomy.gov",
"JEEP","GRAND CHEROKEE 2WD",3.7,"Auto(L5)","S.U.V. - 2WD",6,"R",450,15,20,17,18.7,28.3,22.069,"regular gas","07/30/07",,"http://www.fueleconomy.gov",
"JEEP","GRAND CHEROKEE 4WD",3.7,"Auto(L5)","S.U.V. - 4WD",6,4,450,15,19,17,18.4,26.8,21.421,"regular gas","07/30/07",,"http://www.fueleconomy.gov",
"JEEP","LIBERTY 2WD",3.7,"Auto(L4)","S.U.V. - 2WD",6,"R",452,16,22,18,19.8,30.5,23.512,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"JEEP","LIBERTY 2WD",3.7,"Manual(M6)","S.U.V. - 2WD",6,"R",455,16,22,19,20.4,31.1,24.137,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"JEEP","LIBERTY 4WD",3.7,"Auto(L4)","S.U.V. - 4WD",6,4,453,15,21,17,18.7,28.5,22.123,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"JEEP","LIBERTY 4WD",3.7,"Manual(M6)","S.U.V. - 4WD",6,4,454,16,22,18,19.5,30.1,23.172,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"MAZDA","CX-9 2WD",3.7,"Auto(S6)","S.U.V. - 2WD",6,"F",2,16,22,18,19.8,30.6,23.539,"regular gas","06/11/07",,"http://www.fueleconomy.gov",
"MAZDA","CX-9 4WD",3.7,"Auto(S6)","S.U.V. - 4WD",6,4,2,15,21,17,18.7,28.6,22.15,"regular gas","06/11/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","RAIDER PICKUP 2WD",3.7,"Auto(L4)","STANDARD PICKUP TRUCKS 2WD",6,"R",560,15,20,17,18.1,28.1,21.551,"regular gas","07/02/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","RAIDER PICKUP 2WD",3.7,"Manual(M6)","STANDARD PICKUP TRUCKS 2WD",6,"R",730,16,20,18,19.5,28.3,22.673,"regular gas","07/03/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","RAIDER PICKUP 4WD",3.7,"Auto(L4)","STANDARD PICKUP TRUCKS 4WD",6,4,560,14,18,15,16.8,24.4,19.539,"regular gas","07/02/07",,"http://www.fueleconomy.gov",
"BUICK","LACROSSE/ALLURE",3.8,"Auto(L4)","MIDSIZE CARS",6,"F",25,17,28,21,21.8,38.6,27.11,"regular gas","06/10/07",,"http://www.fueleconomy.gov",
"BUICK","LUCERNE",3.8,"Auto(L4)","LARGE CARS",6,"F",25,16,25,19,21.8,38.6,27.11,"regular gas","06/10/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PACIFICA FWD",3.8,"Auto(L4)","S.U.V. - 2WD",6,"F",818,15,22,18,19,30.3,22.832,"regular gas","06/03/07",,"http://www.fueleconomy.gov",
"CHRYSLER","TOWN & COUNTRY 2WD",3.8,"Auto(L6)","MINIVAN - 2WD",6,"F",822,16,23,18,19.7,31.9,23.795,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"DODGE","CARAVAN 2WD",3.8,"Auto(L6)","MINIVAN - 2WD",6,"F",822,16,23,18,19.7,31.9,23.795,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"HYUNDAI","AZERA",3.8,"Auto(L5)","LARGE CARS",6,"F",10,17,26,20,21.4,35.6,26.082,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","ENTOURAGE",3.8,"Auto(L5)","MINIVAN - 2WD",6,"F",5,16,23,18,19.8,31.5,23.774,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","VERACRUZ 2WD",3.8,"Auto(L6)","S.U.V. - 2WD",6,"F",16,16,23,18,19.5,31.7,23.585,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","VERACRUZ 4WD",3.8,"Auto(L6)","S.U.V. - 4WD",6,4,17,15,22,18,18.8,30.6,22.747,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"JEEP","WRANGLER 2WD",3.8,"Auto(L4)","S.U.V. - 2WD",6,"R",152,15,20,17,18.5,28.2,21.888,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"JEEP","WRANGLER 2WD",3.8,"Manual(M6)","S.U.V. - 2WD",6,"R",153,16,21,18,19.6,28.6,22.833,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"JEEP","WRANGLER 4WD",3.8,"Auto(L4)","S.U.V. - 4WD",6,4,151,15,19,17,18.772,26.997,21.755,"regular gas","06/23/07",,"http://www.fueleconomy.gov",
"JEEP","WRANGLER 4WD",3.8,"Manual(M6)","S.U.V. - 4WD",6,4,154,15,19,16,18.6,25.7,21.241,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"KIA","AMANTI",3.8,"Auto(L5)","LARGE CARS",6,"F",1,17,24,19,20.7,33.8,25.073,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","SEDONA",3.8,"Auto(L5)","MINIVAN - 2WD",6,"F",4,16,23,18,19.8,31.5,23.774,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","SORENTO 2WD",3.8,"Auto(L5)","S.U.V. - 2WD",6,"R",2,15,21,17,18.7,28.9,22.231,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","SORENTO 4WD",3.8,"Auto(L5)","S.U.V. - 4WD",6,4,2,15,20,17,18.7,28.2,22.041,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ECLIPSE",3.8,"Manual(M6)","SUBCOMPACT CARS",6,"F",22,16,26,19,20,35.6,24.913,"premium gas","04/02/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ECLIPSE",3.8,"Auto(S5)","SUBCOMPACT CARS",6,"F",22,17,26,20,21.2,35.6,25.918,"premium gas","04/02/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ECLIPSE SPYDER",3.8,"Manual(M6)","MINICOMPACT CARS",6,"F",27,16,25,19,19.8,34.5,24.497,"premium gas","04/02/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ECLIPSE SPYDER",3.8,"Auto(S5)","MINICOMPACT CARS",6,"F",27,16,24,19,20.3,33.6,24.7,"premium gas","04/02/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ENDEAVOR 2WD",3.8,"Auto(S4)","S.U.V. - 2WD",6,"F",110,15,22,18,19.143,29.972,22.86,"premium gas","09/03/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ENDEAVOR AWD",3.8,"Auto(S4)","S.U.V. - 4WD",6,4,115,15,19,17,18.4,26.9,21.45,"premium gas","09/03/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","GALANT",3.8,"Auto(S5)","MIDSIZE CARS",6,"F",32,16,25,19,20.5,34.65,25.115,"premium gas","08/01/07",,"http://www.fueleconomy.gov",
"PONTIAC","GRAND PRIX",3.8,"Auto(L4)","MIDSIZE CARS",6,"F",9,18,28,21,22.1,38.9,27.431,"regular gas","05/15/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 2 S CABRIOLET",3.8,"Auto(L5)","MINICOMPACT CARS",6,"R",400,17,24,20,21.897,33.195,25.857,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 2 S CABRIOLET",3.8,"Manual(M6)","MINICOMPACT CARS",6,"R",400,17,25,20,20.85,34.25,25.305,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 2 S COUPE",3.8,"Auto(L5)","MINICOMPACT CARS",6,"R",400,17,24,20,21.897,33.195,25.857,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 2 S COUPE",3.8,"Manual(M6)","MINICOMPACT CARS",6,"R",400,17,25,20,20.85,34.25,25.305,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 S CABRIOLET",3.8,"Auto(L5)","MINICOMPACT CARS",6,4,400,17,23,19,21.2,31.8,24.941,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 S CABRIOLET",3.8,"Manual(M6)","MINICOMPACT CARS",6,4,400,16,24,19,20.3,33.1,24.577,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 S COUPE",3.8,"Auto(L5)","MINICOMPACT CARS",6,4,400,17,23,19,21.5,32.3,25.308,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 S COUPE",3.8,"Manual(M6)","MINICOMPACT CARS",6,4,400,16,24,19,20.3,33.1,24.577,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 S TARGA",3.8,"Auto(L5)","MINICOMPACT CARS",6,4,400,17,23,19,21.2,31.8,24.941,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"PORSCHE","CARRERA 4 S TARGA",3.8,"Manual(M6)","MINICOMPACT CARS",6,4,400,16,24,19,20.3,33.1,24.577,"premium gas","06/20/07",,"http://www.fueleconomy.gov",
"BUICK","TERRAZA FWD",3.9,"Auto(L4)","MINIVAN - 2WD",6,"F",3,16,23,19,19.9,32.5,24.106,"regular gas","04/13/07",,"http://www.fueleconomy.gov",
"CHEVROLET","IMPALA",3.9,"Auto(L4)","LARGE CARS",6,"F",68,13,20,16,16.6,28.5,20.441,"ethanol","06/20/07",,"http://www.fueleconomy.gov",
"CHEVROLET","IMPALA",3.9,"Auto(L4)","LARGE CARS",6,"F",67,18,28,21,22.7,38.7,27.889,"regular gas","06/20/07",,"http://www.fueleconomy.gov",
"CHEVROLET","UPLANDER FWD",3.9,"Auto(L4)","MINIVAN - 2WD",6,"F",3,16,23,19,19.9,32.5,24.106,"regular gas","04/13/07",,"http://www.fueleconomy.gov",
"CHEVROLET","UPLANDER FWD",3.9,"Auto(L4)","MINIVAN - 2WD",6,"F",5,12,17,14,14.7,24.1,17.829,"ethanol","03/29/07",,"http://www.fueleconomy.gov",
"CHEVROLET","UPLANDER FWD",3.9,"Auto(L4)","MINIVAN - 2WD",6,"F",4,16,23,19,19.9,32.5,24.106,"regular gas","03/29/07",,"http://www.fueleconomy.gov",
"PONTIAC","G6",3.9,"Auto(S4)","COMPACT CARS",6,"F",39,15,22,18,19,31.1,23.033,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PACIFICA AWD",4,"Auto(L6)","S.U.V. - 4WD",6,4,820,14,22,17,17.5,30.324,21.613,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PACIFICA FWD",4,"Auto(L6)","S.U.V. - 2WD",6,"F",819,15,23,17,18.1,31.5,22.385,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","TOWN & COUNTRY 2WD",4,"Auto(L6)","MINIVAN - 2WD",6,"F",821,16,23,18,21.4,35.1,25.96,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"DODGE","CARAVAN 2WD",4,"Auto(L6)","MINIVAN - 2WD",6,"F",821,16,23,18,21.4,35.1,25.96,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"DODGE","NITRO 2WD",4,"Auto(L5)","S.U.V. - 2WD",6,"R",456,16,21,18,19.9,29.2,23.229,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"DODGE","NITRO 4WD",4,"Auto(L5)","S.U.V. - 4WD",6,4,457,15,20,17,19.1,27.8,22.231,"regular gas","06/22/07",,"http://www.fueleconomy.gov",
"FORD","EXPLORER 2WD",4,"Auto(L5)","S.U.V. - 2WD",6,"R",704,14,20,16,17.3,27.8,20.843,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"FORD","EXPLORER 4WD",4,"Auto(L5)","S.U.V. - 4WD",6,4,705,13,19,15,16.456,25.622,19.613,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"FORD","EXPLORER SPORT TRAC 2WD",4,"Auto(L5)","STANDARD PICKUP TRUCKS 2WD",6,"R",700,14,20,16,17.3,27.8,20.843,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"FORD","EXPLORER SPORT TRAC 4WD",4,"Auto(L5)","STANDARD PICKUP TRUCKS 4WD",6,4,701,13,19,15,16.456,25.622,19.613,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"FORD","MUSTANG",4,"Auto(L5)","SUBCOMPACT CARS",6,"R",100,16,24,19,20.447,33.067,24.687,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"FORD","MUSTANG",4,"Manual(M5)","SUBCOMPACT CARS",6,"R",101,17,26,20,21.398,35.844,26.139,"regular gas","06/25/07",,"http://www.fueleconomy.gov",
"FORD","RANGER 2WD",4,"Auto(L5)","SMALL PICKUP TRUCKS 2WD",6,"R",908,15,20,17,18.8,27.2,21.834,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"FORD","RANGER 2WD",4,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",6,"R",910,15,20,17,18.5,27.7,21.751,"regular gas","05/17/07",,"http://www.fueleconomy.gov",
"FORD","RANGER 4WD",4,"Auto(L5)","SMALL PICKUP TRUCKS 4WD",6,4,907,14,17,15,16.737,23.806,19.318,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"FORD","RANGER 4WD",4,"Manual(M5)","SMALL PICKUP TRUCKS 4WD",6,4,909,15,19,16,18.4,26.1,21.217,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"MAZDA","B4000 2WD",4,"Auto(L5)","SMALL PICKUP TRUCKS 2WD",6,"R",968,15,20,17,18.8,27.2,21.834,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
"MAZDA","B4000 4WD",4,"Auto(L5)","SMALL PICKUP TRUCKS 4WD",6,4,969,14,17,15,16.737,23.806,19.318,"regular gas","06/04/07",,"http://www.fueleconomy.gov",
